ID,SECTION,ANSWER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1,1,3,0.983357143,0.918333333,1.544142857,0.125,0.26,0.245,1.973,2.142,8.605,0.354027058,0.075862941,0.354027058,0.360959622,0.072233875,0.566806502,0.049455984,5.332432432,0.033468241,0.50979101,0.053306521,0.370728423,0.053350405,0.18047888,0.331171663,0.369373164,0.582146223,0.104566795,0.787136727,0.331171663,0.580018091,0.047125353,0.8420828,0.032384393,0.337656673,0.050608745,1.570276749,1.96,4.361378611,1,1.570276749,0.610936838,0.662162162,0.813480809,0.5,0.610936838,0.389063162,0.337837838,0.186519191,0.5,0.389063162
1,2,2,1.2102,1.030666667,0.7604,0.155,0.965,0.345,2.493,1.105,1.565,0.126438235,0.075862941,0.126438235,0.467439166,0.238856701,0.293704133,0.078656247,4.986,0.031157771,1.848488181,0.103339604,0.569345126,0.051787504,0.595778898,0.17553171,0.556608024,0.357734287,0.115268961,0.374004804,0.17553171,0.349731236,0.072920587,0.832943535,0.030216299,0.648936581,0.09366074,0.628325897,2.225806452,0.627757722,1,0.628325897,0.385872323,0.69,0.38565796,0.5,0.385872323,0.614127677,0.31,0.61434204,0.5,0.614127677
1,3,2,0.583785714,0.694857143,1.569733333,0.026,0.038,0.288,1.598,2.067,11.755,0.444868128,0.222434064,0.476644423,0.22340978,0.132957931,0.643632288,0.012073262,5.089171975,0.033315969,0.242438131,0.013924656,0.267850705,0.013598326,0.115814993,0.388557473,0.254130229,0.720220057,0.150627615,0.851943205,0.416311578,0.732136348,0.011929237,0.835774059,0.032241802,0.195130948,0.013733422,2.68888617,11.07692308,7.356070088,1.071428571,2.880949468,0.728915463,0.917197452,0.880326518,0.517241379,0.742331095,0.271084537,0.082802548,0.119673482,0.482758621,0.257668905
1,4,2,0.968642857,0.476,1.391133333,0.03,0.158,0.228,3.713,1.135,8.529,0.444868128,0.317762949,0.476644423,0.346049811,0.121465755,0.532484434,0.01271307,14.39147287,0.036339497,0.375523709,0.014470773,0.405327855,0.007554772,0.292664822,0.350963504,0.388275853,0.582118668,0.057416268,0.672269934,0.376032326,0.59745979,0.012553477,0.93502896,0.035065244,0.27300417,0.014264357,1.436167441,7.6,2.297064368,1.071428571,1.53875083,0.589519184,0.88372093,0.696699886,0.517241379,0.606105496,0.410480816,0.11627907,0.303300114,0.482758621,0.393894504
2,1,3,1.4955,0.918333333,2.019,0.72,0.26,0.125,2.63,2.142,7.17,0.25287647,0.075862941,0.25287647,0.394591029,0.072691293,0.532717678,0.204865557,3.112426036,0.025803721,0.780205112,0.220924872,0.353170386,0.207194245,0.261616663,0.280866512,0.348524994,0.476797733,0.035971223,0.713228698,0.280866512,0.470526221,0.170031881,0.756834532,0.025154638,0.438266977,0.180948785,1.35005015,0.173611111,2.726235741,1,1.35005015,0.574477166,0.147928994,0.731632653,0.5,0.574477166,0.425522834,0.852071006,0.268367347,0.5,0.425522834
2,2,2,0.786285714,1.030666667,1.826285714,0.345,0.965,0.577,1.537,1.105,5.117,0.177013529,0.075862941,0.177013529,0.257436857,0.144621141,0.597942002,0.132053806,1.6670282,0.026602574,0.727167179,0.154380488,0.26585519,0.140300935,0.225003214,0.289491374,0.260713329,0.617495049,0.234648231,0.74908357,0.289491374,0.605552179,0.116649761,0.625050834,0.025913216,0.421017252,0.133734492,2.322674419,1.672463768,3.329212752,1,2.322674419,0.69903762,0.625813449,0.769011121,0.5,0.69903762,0.30096238,0.374186551,0.230988879,0.5,0.30096238
2,3,3,0.970230769,0.694857143,1.592923077,0.338,0.038,0.035,1.774,2.067,4.085,0.413091833,0.222434064,0.413091833,0.33031295,0.127379861,0.542307189,0.131868791,4.756032172,0.070505519,0.399805713,0.151118208,0.334429272,0.157428971,0.282840246,0.357192427,0.328836825,0.549065359,0.016301816,0.651297862,0.357192427,0.539883688,0.116505369,0.826269213,0.065861892,0.285615146,0.131279487,1.641798145,0.103550296,2.30270575,1,1.641798145,0.621469944,0.09383378,0.697217955,0.5,0.621469944,0.378530056,0.90616622,0.302782045,0.5,0.378530056
2,4,2,0.836611111,0.476,0.920941176,0.002,0.158,0.107,3.915,1.135,5.033,0.571973308,0.317762949,0.540197013,0.424496124,0.134178999,0.441324877,0.001137946,35.91743119,0.063921916,0.381682658,0.001314297,0.475468173,0.000497018,0.411240649,0.372216957,0.489638091,0.523395174,0.026590457,0.528677953,0.351538237,0.509049336,0.001136653,0.972912525,0.060081398,0.276244806,0.001312572,1.1007996,53.5,1.285568327,0.944444444,1.039644067,0.52399077,0.981651376,0.562472061,0.485714286,0.509718379,0.47600923,0.018348624,0.437527939,0.514285714,0.490281621
5,1,4,1.575384615,0.099,0.660230769,0.03,0.008,0.245,4.059,0.268,1.402,0.328739411,0.126438235,0.328739411,0.692875025,0.016746735,0.290378239,0.013419124,14.76,0.060197658,1.053836265,0.013647678,0.695345126,0.006922012,0.701067822,0.243446865,0.695188342,0.291413438,0.056529765,0.242152522,0.243446865,0.291347731,0.013241436,0.936548223,0.056779656,0.51310627,0.013463927,0.419091797,8.166666667,0.345405272,1,0.419091797,0.295323951,0.890909091,0.256729537,0.5,0.295323951,0.704676049,0.109090909,0.743270463,0.5,0.704676049
5,2,3,0.936181818,0.14,1.6475,0.187,0.14,0.25,1.66,0.14,3.027,0.278164117,0.025287647,0.25287647,0.38264036,0.005201947,0.612157693,0.072377333,3.798627002,0.059348009,0.720548239,0.072755805,0.337888606,0.089175012,0.334329332,0.304443381,0.358554334,0.594618981,0.11921793,0.609647522,0.27676671,0.573624262,0.067492412,0.791607058,0.056023147,0.418789908,0.067821404,1.75980773,1.336898396,1.823493976,0.909090909,1.599825209,0.637655917,0.57208238,0.645828888,0.476190476,0.615358757,0.362344083,0.42791762,0.354171112,0.523809524,0.384641243
